symbol,timestamp,open,high,low,close,volume,vwap,trade_count
AAPL,2026-06-04T10:34:00Z,312.988,312.988,312.86,312.87,1542,312.916,12
AAPL,2026-06-04T10:36:00Z,312.965,312.965,312.965,312.965,140,312.965,13
AAPL,2026-06-04T10:38:00Z,312.75,312.81,312.75,312.81,333,312.767,5
AAPL,2026-06-04T10:40:00Z,312.82,312.88,312.75,312.75,3516,312.837,58
AAPL,2026-06-04T10:41:00Z,312.73,312.73,312.73,312.73,140,312.73,12
AAPL,2026-06-04T10:42:00Z,312.7,312.7,312.7,312.7,81,312.7,7
AAPL,2026-06-04T10:43:00Z,312.82,312.85,312.82,312.85,434,312.835,25
AAPL,2026-06-04T10:44:00Z,312.85,312.86,312.85,312.86,592,312.857,35
AAPL,2026-06-04T10:45:00Z,312.85,312.87,312.82,312.84,661,312.841,24
AAPL,2026-06-04T10:46:00Z,312.53,312.53,312.53,312.53,154,312.53,6
AAPL,2026-06-04T10:47:00Z,312.86,312.86,312.86,312.86,154,312.86,19
AAPL,2026-06-04T10:48:00Z,312.75,312.85,312.75,312.85,538,312.8,17
AAPL,2026-06-04T10:50:00Z,312.77,312.77,312.67,312.67,708,312.744,36
AAPL,2026-06-04T10:52:00Z,312.85,312.85,312.538,312.7,1574,312.695,25
AAPL,2026-06-04T10:53:00Z,312.81,312.85,312.57,312.84,4097,312.656,66
AAPL,2026-06-04T10:54:00Z,312.81,312.86,312.7,312.71,1616,312.787,137
AAPL,2026-06-04T10:55:00Z,312.82,312.82,312.53,312.53,1763,312.616,48
AAPL,2026-06-04T10:56:00Z,312.71,312.71,312.61,312.61,877,312.669,44
AAPL,2026-06-04T10:58:00Z,312.58,312.58,312.12,312.12,5050,312.282,146
AAPL,2026-06-04T10:59:00Z,312.19,312.3,312.11,312.22,2945,312.196,76
AAPL,2026-06-04T11:00:00Z,312.23,312.6,312.22,312.59,8930,312.328,165
AAPL,2026-06-04T11:01:00Z,312.59,312.6,312.474,312.6,3709,312.562,68
AAPL,2026-06-04T11:02:00Z,312.6,312.74,312.52,312.74,8069,312.598,63
AAPL,2026-06-04T11:03:00Z,312.75,313.057,312.75,313.01,3571,312.862,130
AAPL,2026-06-04T11:04:00Z,313.03,313.03,312.97,313.028,962,312.981,24
AAPL,2026-06-04T11:05:00Z,313.02,313.03,312.97,313.03,687,313.002,39
AAPL,2026-06-04T11:06:00Z,313.04,313.05,312.89,313,3315,313.005,66
AAPL,2026-06-04T11:07:00Z,312.97,313.05,312.88,313.05,7682,313.029,78
AAPL,2026-06-04T11:08:00Z,313.03,313.04,313,313,5332,313.008,80
AAPL,2026-06-04T11:09:00Z,313,313,312.89,312.89,1049,312.943,44
AAPL,2026-06-04T11:10:00Z,312.878,312.878,312.8,312.8,172,312.854,10
AAPL,2026-06-04T11:11:00Z,312.79,312.8,312.73,312.73,1045,312.747,32
AAPL,2026-06-04T11:12:00Z,312.73,312.776,312.73,312.776,407,312.753,21
